TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,cluster
281.91,Debit,Denver,Branch,25,Student,269,225.53,1
239.85,Debit,Tucson,ATM,70,Retired,50,1477.63,1
237.84,Debit,Nashville,Branch,26,Student,16,8932.39,0
459.29,Credit,Kansas City,Online,64,Retired,109,1006.12,1
196.49,Debit,Oklahoma City,Branch,41,Engineer,65,7516.56,0
344.87,Debit,Houston,Branch,58,Retired,25,7447.44,0
129.62,Credit,San Jose,ATM,23,Student,124,620.28,1
16.53,Debit,Houston,ATM,21,Student,220,707.95,1
277.02,Credit,Denver,ATM,46,Doctor,227,8586.38,0
13.02,Debit,Charlotte,Branch,51,Doctor,42,6076.45,0
199.02,Debit,Memphis,ATM,22,Student,185,793.63,1
684.5,Debit,Fort Worth,Branch,29,Doctor,76,6258.63,0
45.92,Debit,Nashville,ATM,26,Student,23,544.56,1
761.73,Debit,Columbus,ATM,19,Student,27,151.28,1
331.38,Debit,Miami,ATM,42,Engineer,122,844.55,1
602.8,Debit,Baltimore,Branch,60,Retired,173,7417.69,0
64.12,Credit,Indianapolis,Branch,57,Doctor,222,1029.09,1
57.38,Debit,Kansas City,Online,28,Student,86,899.52,1
94.64,Credit,New York,ATM,28,Student,144,586.76,1
155.56,Credit,Austin,Branch,19,Student,64,129.79,1
301.39,Credit,Denver,Online,47,Doctor,104,10548.58,2
136.31,Debit,Nashville,Online,74,Retired,65,4384.95,0
4.39,Debit,Philadelphia,ATM,26,Student,63,1429.61,1
429.25,Debit,Seattle,Online,29,Engineer,107,5019.68,0
138.54,Credit,Austin,Branch,60,Engineer,93,8274.77,0
33.03,Debit,Washington,Branch,21,Student,28,935.88,1
76.39,Debit,Sacramento,Online,30,Doctor,80,11584.32,2
25.32,Debit,Oklahoma City,ATM,19,Student,25,1642.34,1
330.91,Debit,Kansas City,ATM,36,Engineer,28,6481.35,0
153.55,Debit,Denver,Online,37,Doctor,16,5619.91,0
217.61,Debit,Omaha,Online,27,Student,120,1661.1,1
131.69,Credit,Denver,Branch,53,Engineer,59,2958.43,1
68.49,Debit,Nashville,Online,67,Retired,49,6683.31,0
470.62,Debit,Tucson,Branch,57,Doctor,127,12470.62,2
385.35,Debit,Miami,Branch,38,Doctor,269,5184.13,0
74.72,Debit,Phoenix,Online,26,Student,132,165.75,1
352.03,Credit,Phoenix,Online,27,Student,219,4846.68,0
275.87,Debit,Seattle,ATM,25,Student,112,1697.58,1
90.94,Credit,Colorado Springs,ATM,63,Retired,56,3896.08,1
206.25,Debit,Baltimore,ATM,74,Retired,56,3651.07,1
116.76,Debit,Philadelphia,ATM,51,Engineer,212,4480.43,0
91.5,Debit,Omaha,ATM,47,Doctor,77,667.66,1
489.31,Debit,Louisville,Branch,43,Engineer,36,5595.22,0
414.49,Credit,Phoenix,Online,58,Doctor,108,12709.58,2
315.13,Debit,Omaha,Branch,30,Engineer,143,6570.94,0
28.38,Debit,Tucson,Branch,45,Doctor,260,8892.62,0
456.05,Debit,Detroit,Branch,68,Doctor,20,11729.51,2
277.22,Debit,Kansas City,Branch,35,Doctor,41,12104.51,2
54.84,Debit,Kansas City,Online,52,Retired,124,3495.51,1
29.92,Credit,Denver,Online,68,Doctor,63,7855.01,0
133.06,Debit,Las Vegas,Online,35,Engineer,143,8843.44,0
14.34,Credit,Memphis,Online,67,Retired,24,7932.51,0
468.32,Debit,Fresno,Online,69,Retired,152,4710.04,0
582.17,Debit,Tucson,Branch,57,Engineer,135,7310.83,0
245.62,Debit,San Antonio,Branch,23,Student,127,1879.82,1
83.6,Debit,San Jose,ATM,47,Doctor,192,13899.24,2
331.22,Credit,Oklahoma City,Branch,61,Doctor,161,12613.25,2
57.49,Credit,Detroit,Online,24,Student,177,765.15,1
85.58,Debit,Fort Worth,ATM,55,Engineer,60,7794.84,0
157.56,Debit,Indianapolis,Branch,43,Doctor,159,7541.16,0
230.3,Debit,Colorado Springs,Online,46,Engineer,24,8356.88,0
305.92,Debit,El Paso,ATM,72,Retired,88,1445.47,1
116.33,Debit,Fresno,Branch,27,Student,144,1696.15,1
537.71,Credit,Mesa,Online,19,Student,175,1806.08,1
538.17,Credit,Washington,Branch,27,Engineer,252,5908.04,0
219.44,Debit,Washington,Online,42,Engineer,23,4207.27,0
61.62,Debit,Miami,Online,57,Doctor,19,8365.37,0
58.77,Debit,Memphis,Online,27,Engineer,191,7261.7,0
538.13,Debit,Charlotte,ATM,62,Retired,165,5008.59,0
177.05,Debit,Philadelphia,Branch,24,Student,235,4287.82,0
719.76,Debit,San Francisco,Branch,19,Student,190,690.52,1
163.22,Debit,Miami,Online,26,Student,217,1788.27,1
242.85,Debit,San Antonio,Online,42,Engineer,93,4672.8,0
291.22,Credit,Baltimore,Online,41,Engineer,100,3677.63,1
56.52,Debit,Omaha,ATM,42,Engineer,152,6911.2,0
195.8,Debit,Raleigh,Online,39,Doctor,186,12027.68,2
66.76,Credit,Austin,Branch,36,Doctor,44,184.72,1
190.9,Debit,Jacksonville,Online,28,Student,40,101.25,1
106.99,Debit,Omaha,Branch,38,Engineer,152,5771.4,0
107.1,Credit,Philadelphia,Online,25,Student,175,193.8,1
430.83,Debit,Los Angeles,Branch,18,Student,292,941.49,1
235.34,Debit,Washington,Branch,26,Student,68,566.83,1
86.35,Credit,Indianapolis,Branch,52,Retired,24,1550.48,1
337.99,Debit,Colorado Springs,ATM,70,Doctor,115,9038.63,0
577.13,Credit,San Jose,Branch,40,Engineer,66,6640.51,0
213.33,Debit,Omaha,ATM,52,Retired,161,5400.44,0
54.52,Debit,Indianapolis,Branch,32,Doctor,164,6980.98,0
100.13,Debit,Denver,Branch,57,Doctor,168,5209.16,0
883.92,Credit,Tucson,Online,53,Retired,129,2342.64,1
69.8,Credit,New York,Branch,27,Student,138,136.77,1
768.94,Debit,Indianapolis,Branch,64,Retired,53,6860.18,0
179.62,Debit,Tucson,Online,24,Student,119,409.26,1
425.91,Debit,Jacksonville,ATM,23,Student,47,383.58,1
263.34,Debit,Denver,ATM,64,Retired,55,2411.02,1
113.03,Credit,Tucson,Online,36,Doctor,12,6756.13,0
11.02,Debit,Austin,Online,42,Doctor,42,7879.66,0
865.17,Debit,Houston,Branch,24,Student,161,9297.5,2
152.0,Debit,Albuquerque,ATM,51,Engineer,63,7531.43,0
270.39,Debit,Jacksonville,ATM,25,Student,104,899.15,1
246.41,Debit,Detroit,ATM,54,Retired,23,1431.6,1
336.84,Debit,Washington,ATM,22,Student,100,4500.26,0
261.45,Credit,Oklahoma City,Online,50,Engineer,96,6735.74,0
99.98,Credit,Washington,Online,73,Retired,152,3037.97,1
400.69,Debit,Las Vegas,Online,32,Engineer,26,9040.33,0
411.47,Debit,Fort Worth,ATM,26,Student,120,796.63,1
204.63,Debit,Las Vegas,Online,52,Engineer,92,9199.52,2
421.56,Debit,San Jose,Online,53,Engineer,144,8037.87,0
193.38,Debit,Memphis,ATM,18,Student,285,1081.79,1
377.04,Debit,Chicago,ATM,34,Engineer,64,3812.87,1
54.1,Credit,Boston,Branch,28,Engineer,17,940.91,1
18.1,Debit,Louisville,ATM,57,Retired,66,6474.34,0
408.62,Credit,Fort Worth,Online,48,Engineer,159,2498.48,1
162.1,Debit,Baltimore,Branch,64,Doctor,221,9578.74,2
165.31,Debit,Boston,ATM,49,Doctor,28,7346.66,0
856.9,Debit,New York,Branch,36,Engineer,150,8579.69,0
433.9,Debit,Albuquerque,Online,65,Doctor,37,9013.1,0
271.22,Credit,Louisville,ATM,45,Doctor,87,6863.02,0
307.68,Credit,Detroit,Online,75,Retired,162,2052.84,1
348.17,Debit,El Paso,ATM,21,Student,181,1887.84,1
43.1,Debit,Denver,Branch,25,Student,102,6944.9,0
557.78,Credit,Phoenix,Branch,26,Student,102,1289.48,1
325.6,Debit,Dallas,ATM,69,Doctor,88,13777.1,2
235.83,Credit,Memphis,Online,53,Engineer,169,4120.75,0
603.54,Debit,Albuquerque,Online,44,Doctor,26,10517.47,2
270.25,Debit,Tucson,ATM,31,Engineer,42,5414.97,0
123.38,Debit,Sacramento,Online,59,Doctor,40,13542.41,2
577.12,Debit,Virginia Beach,ATM,39,Engineer,69,5265.88,0
92.24,Debit,Philadelphia,Branch,60,Engineer,93,6937.48,0
856.21,Credit,Colorado Springs,Branch,33,Doctor,109,12690.79,2
251.54,Debit,Tucson,Branch,48,Doctor,177,254.75,1
28.63,Debit,San Diego,Branch,56,Retired,146,3382.91,1
185.97,Debit,Denver,Online,23,Student,19,1776.91,1
243.08,Credit,Jacksonville,Online,24,Student,93,131.25,1
